web_scraper_order,web_scraper_start_url,price,description,sku,name,data,data2,brand,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image
"1778256957-1","https://www.infinit.com.uy/catalogo/pc/infinit/","175","Garantía: 1 AÑO / RECERTIFICADO","CI5LENOVOM910QTINYPZ","Equipo Ultra Mini Pc LENOVO Tiny M910q Intel Core i5 6500t Ram 8Gb Ddr4 Ssd 256Gb 2x DPort Vga W10 Pro","-37%","NEGRO","LENOVO","37","279","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_32928.jpg"
"1778256957-2","https://www.infinit.com.uy/catalogo/pc/infinit/","210","Garantía: 6 MESES / RECERTIFICADO","HPELITEDESK705","Equipo Pc Ref. HP ELITEDESK705 Amd A10-8770 RAM 8Gb Ssd 256Gb Video AMD Wifi Coa Win10 64bit Pro","","","HP","","206","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos1_21170.jpg"
"1778256957-3","https://www.infinit.com.uy/catalogo/pc/infinit/","221","Garantía: 1 AÑO / REF. DE FABRICA A NUEVO","NOT3066","Notebook ASUS L510 Intel Core N5030 - 4Gb - 128Gb - Pantalla IPS 15.6 Full HD - W11 Home","-12%","AZUL OSCURO","ASUS","12","251","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_41049.jpg"
"1778256957-4","https://www.infinit.com.uy/catalogo/pc/infinit/","286","Nuevo. Modelo IdeaPad 1i.","PRV-NOT3091","Notebook LENOVO IdeaPad 1i Intel N4500 - 4GB - 128GB Pantalla 14"" HD - Win 11","","","LENOVO","","0","USD","Cód.","","",",70","Comprar","","Nuevo","Antes","USD","Precio","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41197.jpg"
"1778256957-5","https://www.infinit.com.uy/catalogo/pc/infinit/","296","Garantía: 1 AÑO EN EQUIPO / 6 MESES EN BATERÍA","NBI5DELL5480RFR","Notebook DELL LATITUDE 5480 Intel Core i5 6300u - RAM 8Gb - 256Gb - Pantalla 14 HD - Win 10 Pro","-2%","NEGRO","HP","2","301","USD","Cód.","14""","","","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_25926.jpg"
"1778256957-6","https://www.infinit.com.uy/catalogo/pc/infinit/","298","Garantía: 1 AÑO / RECERTIFICADO","NOT2376","Notebook LENOVO Thinkpad T470 Intel Core i5 7300u (2 Núcleos) - 8Gb- Ssd 256Gb - Pantalla 14 Full HD - W10 Pro","","NEGRO","LENOVO","","298","USD","Cód.","14""","","","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos1_25933.jpg"
"1778256957-7","https://www.infinit.com.uy/catalogo/pc/infinit/","313","Garantía: 1 AÑO / RECERTIFICADO","CI7HPZ240","Equipo PC WORKSTATION HP Z240 Intel Core i7 - RAM 16Gb - Ssd 240Gb - Winodws 10 Pro","","NEGRO","HP","","0","USD","Cód.","","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40523.jpg"
"1778256957-8","https://www.infinit.com.uy/catalogo/pc/infinit/","319","Garantía: 1 AÑO / NUEVO","NOT3152","Notebook ASUS E510KA Intel Celeron N4500 (2 Core) - 4Gb - 128Gb - Pantalla 15.6 Fhd - W11","-14%","AZUL OSCURO","ASUS","14","372","USD","Cód.","15,6""","","","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40011.jpg"
"1778256957-9","https://www.infinit.com.uy/catalogo/pc/infinit/","330","Nuevo. Modelo IdeaPad 1.","PRV-NOT3246","Notebook LENOVO IdeaPad 1i Intel N4500 - 4GB - 128GB Pantalla 15.6"" HD - Win 11","","","LENOVO","","0","USD","Cód.","","",",90","Comprar","","Nuevo","Antes","USD","Precio","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41194.jpg"
"1778256957-10","https://www.infinit.com.uy/catalogo/pc/infinit/","340","Garantía: 1 AÑO / RECERTIFICADO","AIOI5DELL7440","All In One DELL Aio Optiplex 7440 Intel Core I5 6500u 3.2Ghz Ram 8Gb Ddr4 Nvme 240Gb Pantalla 23 Fhd W10P","-24%","NEGRO","DELL","24","449","USD","Cód.","23""","","","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_29574.jpg"
"1778256957-11","https://www.infinit.com.uy/catalogo/pc/infinit/","343","Garantía: 6 MESES / RECERTIFICADO","KIT1HPELITEDESK705","Equipo Pc Refabricado Hp Elitedesk 705 Amd A10-8770 3.8Ghz Ram 16Gb Ssd 240G Video Vega 7 Wifi Coa Win10 64bit Pro","","NEGRO","HP","","339","USD","Cód.","","Consultar",",00","","","","Antes","USD","Ahora","IVA inc.","Agotado","Agotado","","Color",",00","","","https://www.infinit.com.uy/imgs/productos/productos3_21173.jpg"
"1778256957-12","https://www.infinit.com.uy/catalogo/pc/infinit/","356","Garantía: 1 AÑO / NUEVO","I02164","Ultrabook Notebook CHUWI GEMIBOOK PLUS Intel N100 Quad Core - 8Gb - 256Gb - Pantalla 15.6 Full HD - W11","","GRIS","CHUWI","","0","USD","Cód.","15,6""","","","Comprar","","Nuevo","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41301.jpg"
"1778256957-13","https://www.infinit.com.uy/catalogo/pc/infinit/","358","Garantía: 6 MESES / RECERTIFICADO","NOTHP640G4GEN8","Notebook HP PROBOOK 640 G4 Intel Core i5 8250u - 8Gb - 256Gb - Pantalla 14 Fhd Huella W11P","-7%","GRIS","HP","7","387","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_34113.jpg"
"1778256957-14","https://www.infinit.com.uy/catalogo/pc/infinit/","375","Garantía: 1 AÑO / NUEVO","NOT2877","Ultrabook CHUWI Herobook Pro Intel Dual Core N4020 2.8Ghz Ram 8Gb Nvme Ssd 256Gb Pantalla 15.6 Ips Fhd Wifi Hdmi Win11","","GRIS","CHUWI","","293","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_34889.jpg"
"1778256957-15","https://www.infinit.com.uy/catalogo/pc/infinit/","395","Garantía: 1 AÑO / RECERTIFICADO","HPPBOOK450G6","Notebook HP ProBook 450 G5/G6 Intel Core i5 8265u - 8Gb - 256Gb - Pantalla 15.6 HD -  W10p","","PLATA","HP","","0","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39486.jpg"
"1778256957-16","https://www.infinit.com.uy/catalogo/pc/infinit/","396","Garantía: 6 MESES / RECERTIFICADO","MACAIRBMT122LL","APPLE Macbook Air Intel Core i5 1.8Ghz Ram 8Gb Ssd Nvme 128Gb Pantalla 13.3 Año 2017 BMT12LL/A","-21%","GRIS","APPLE","21","501","USD","Cód.","13,3""","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_34109.jpg"
"1778256957-17","https://www.infinit.com.uy/catalogo/pc/infinit/","399","Garantía: 1 AÑO / RECERTIFICADO","CI5HP800G4TINY","Mini Pc HP Elitedesk 800 G4 Intel Core i5 8500T - 8Gb - 240Gb - Wifi - Teclado y Mouse - Win11 Pro 64bit Español","","NEGRO","HP","","281","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_34706.jpg"
"1778256957-18","https://www.infinit.com.uy/catalogo/pc/infinit/","399","Garantía: 1 AÑO / RECERTIFICADO","NBDELL5400","Notebook DELL Latitude 5400 Intel Core i5 8265u - 16Gb - Ssd 256Gb - Pantalla 14 Full HD - Win11 Pro","","GRIS OSCURO","DELL","","0","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38622.jpg"
"1778256957-19","https://www.infinit.com.uy/catalogo/pc/infinit/","399","Garantía: 1 AÑO / RECERTIFICADO","NBR3DELL3585PZ","Notebook DELL INSPIRION 3585 Amd Ryzen 3 2200U - 16Gb - 256Gb - Pantalla 15.6 Hd - W10","-34%","NEGRO","DELL","34","608","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40951.jpg"
"1778256957-20","https://www.infinit.com.uy/catalogo/pc/infinit/","407","Garantía: 1 AÑO / RECERTIFICADO","OKNOT76","Notebook DELL Latitude 5410 Intel Core i5 10310u - 8Gb - 256Gb - Pantalla 14 Full HD - W11P","-2%","GRIS","DELL","2","414","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_39416.jpg"
"1778256957-21","https://www.infinit.com.uy/catalogo/pc/infinit/","422","Garantía: 6 MESES / RECERTIFICADO","NBI7DELL7490RFR256","Notebook DELL Latitude 7490 Intel Core i7 8650U (4 Nucleos) - 8Gb - 256Gb - Pantalla 14 Full Hd - W11P","-7%","NEGRO","DELL","7","456","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_41032.jpg"
"1778256957-22","https://www.infinit.com.uy/catalogo/pc/infinit/","427","Garantía: 6 MESES / RECERTIFICADO","FULIFE5511","Notebook FUJITSU LIFEBOOK E5511 Intel Core i5 1145G7 - 8Gb - 256Gb - Pantalla 15.6 Full HD - W11 Pro","","NEGRO","FUJITSU","","0","USD","Cód.","15,6""","",",00","Comprar","","Nuevo","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41487.jpg"
"1778256957-23","https://www.infinit.com.uy/catalogo/pc/infinit/","438","Garantía: 6 MESES / RECERTIFICADO","KITHPELITEDESK705","Equipo Pc Ref. HP ELITEDESK 705 Amd A10-8770 RAM 16Gb Ssd 512Gb Video Vega 7 Wifi Coa Win10 64bit Pro","","NEGRO","HP","","433","USD","Cód.","","Consultar",",00","","","","Antes","USD","Ahora","IVA inc.","Agotado","Agotado","","Color",",00","","","https://www.infinit.com.uy/imgs/productos/productos3_21171.jpg"
"1778256957-24","https://www.infinit.com.uy/catalogo/pc/infinit/","458","Garantía: 6 MESES / RECERTIFICADO","KITTINYM83I54590","Equipo Ultra Mini Pc Lenovo Tiny M83 Intel Core i5 4590t 2.0Ghz Ram 16Gb Ddr3 Ssd 480Gb Vga y 2x Dp Win10 64bit","","","LENOVO","","370","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_23880.jpg"
"1778256957-25","https://www.infinit.com.uy/catalogo/pc/infinit/","464","Garantía: 1 AÑO EN EQUIPO / 6 MESES EN BATERÍA","KITNBI5DELL5480RFRF","Notebook DELL LATITUDE 5480 Intel Core i5 6300u - RAM 16Gb - 480Gb - Pantalla 14 HD - Win 10 Pro","-1%","NEGRO","DELL","1","469","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_20295.jpg"
"1778256957-26","https://www.infinit.com.uy/catalogo/pc/infinit/","465","Garantía: 1 AÑO / RECERTIFICADO","HPPBOOK450G616G","Notebook HP ProBook 450 G5/G6 Intel Core i5 8265u - 16Gb - 512Gb - Pantalla 15.6 HD -  W10p","","PLATA","HP","","0","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39453.jpg"
"1778256957-27","https://www.infinit.com.uy/catalogo/pc/infinit/","491","Garantía: 1 AÑO / RECERTIFICADO","DOWNDELL5410I7TOUCH","Notebook DELL Latitude 5410 Intel Core i7 10810u - 8Gb - 256Gb - Pantalla 14 Full HD Táctil - W11 Pro","-2%","GRIS","DELL","2","499","USD","Cód.","14""","",",00","Comprar","","Nuevo","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_41477.jpg"
"1778256957-28","https://www.infinit.com.uy/catalogo/pc/infinit/","492","Garantía: 6 MESES / REF. DE FABRICA A NUEVO","NOT3207","Notebook HP 14-EP1063CL Intel Core 3 100U - 12Gb - Ssd 512Gb - Pantalla 14 Full HD - W11","","GRIS","HP","","492","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40078.jpg"
"1778256957-29","https://www.infinit.com.uy/catalogo/pc/infinit/","499","Garantía: 6 MESES / RECERTIFICADO","A1708I7RFR","APPLE Macbook Pro A1708 Intel Core i7 - 8Gb - 256Gb - Pantalla 13.3 Retina - macOS Ventura - Año 2017","","GRIS","APPLE","","0","USD","Cód.","13,3""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40520.jpg"
"1778256957-30","https://www.infinit.com.uy/catalogo/pc/infinit/","502","Garantía: 1 AÑO / REF. DE FABRICA A NUEVO","LAT01333891RFAA","Notebook DELL LATITUDE 3420 Intel Core I5 1135G7 - 8Gb - 256Gb - Pantalla 14 Hd - W11 Pro","-3%","NEGRO","DELL","3","515","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_31003.jpg"
"1778256957-31","https://www.infinit.com.uy/catalogo/pc/infinit/","503","Garantía: 1 AÑO / NUEVO","NOT3297","Notebook ASUS Vivobook X1504VA Intel Core i3 1215u (6 Núcleos) - 8Gb - 512Gb - Pantalla 15.6 Full HD - FreeDOS","","AZUL OSCURO","ASUS","","0","USD","Cód.","15,6""","",",00","Comprar","","Nuevo","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41448.jpg"
"1778256957-32","https://www.infinit.com.uy/catalogo/pc/infinit/","507","Garantía: 1 AÑO / NUEVO","NAE1504GA","Notebook ASUS Vivobook Go 15 (E1504GA-WS36) Intel Core i3 N305 - 8Gb - Ssd 256Gb - Pantalla 15.6 Full HD - W11","-10%","NEGRO","ASUS","10","564","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_29837.jpg"
"1778256957-33","https://www.infinit.com.uy/catalogo/pc/infinit/","511","Garantía: 1 AÑO / NUEVO","NOT2503","Notebook ASUS Vivobook Go 15 (E1504GA-NJ034W) Intel Core i3 N305 - 8Gb - Ssd 256Gb - Pantalla 15.6 Full HD - W11","-10%","NEGRO","ASUS","10","569","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_28057.jpg"
"1778256957-34","https://www.infinit.com.uy/catalogo/pc/infinit/","511","Garantía: 1 AÑO / NUEVO","E1504GANJ102","Notebook ASUS Vivobook Go 15 Intel Core i3 N305 (8 Núcleos) - 8Gb - 256Gb - Pantalla 15.6 Full HD - Teclado Español","-10%","NEGRO","ASUS","10","569","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_28552.jpg"
"1778256957-35","https://www.infinit.com.uy/catalogo/pc/infinit/","511","Garantía: 1 AÑO / NUEVO","E1404GANK228W","Notebook ASUS Vivobook Go 14 E1404GA Intel Core i3 N305 (8 Nucleos) - 8Gb - 256Gb - Pantalla 14 Full Hd - W11","","NEGRO","ASUS","","0","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41036.jpg"
"1778256957-36","https://www.infinit.com.uy/catalogo/pc/infinit/","526","Garantía: 6 MESES / RECERTIFICADO","KITFULIFE5511","Notebook FUJITSU LIFEBOOK E5511 Intel Core i5 1145G7 - 16Gb - 256Gb - Pantalla 15.6 Full HD - W11 Pro","","NEGRO","FUJITSU","","0","USD","Cód.","15,6""","",",00","Comprar","","Nuevo","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41492.jpg"
"1778256957-37","https://www.infinit.com.uy/catalogo/pc/infinit/","532","Garantía: 3 AÑOS / NUEVO","7OF","Equipo PC INTEL Pentium G7400 12va Gen - 8Gb - Ssd 240Gb - Wifi/Bt - Windows 11 Pro - Teclado Mouse y Parlantes","-2%","NEGRO","INTEL","2","545","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_24629.jpg"
"1778256957-38","https://www.infinit.com.uy/catalogo/pc/infinit/","544","Garantía: 1 AÑO / RECERTIFICADO","KITNOT2376F","Notebook LENOVO Thinkpad T470 Intel Core i5 7300u (2 Núcleos) - 16Gb- Ssd 512Gb - Pantalla 14 Full HD - W10 Pro","","NEGRO","LENOVO","","544","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_25938.jpg"
"1778256957-39","https://www.infinit.com.uy/catalogo/pc/infinit/","546","Garantía: 1 AÑO / RECERTIFICADO","KITNBDELL5400","Notebook DELL Latitude 5400 Intel Core i5 8265u - 16Gb - Ssd 512Gb - Pantalla 14 Full HD - Win11 Pro","-5%","GRIS OSCURO","DELL","5","573","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_38627.jpg"
"1778256957-40","https://www.infinit.com.uy/catalogo/pc/infinit/","547","Garantía: 1 AÑO / NUEVO","NOT2503MOCH","Notebook ASUS Vivobook Go 15 (E1504GA-WS36) Intel Core i3 N305 - 8Gb - 256Gb - Pantalla 15.6 Full HD - W11 - Mochila","-10%","NEGRO","ASUS","10","606","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_28052.jpg"
"1778256957-41","https://www.infinit.com.uy/catalogo/pc/infinit/","557","Garantía: 1 AÑO / RECERTIFICADO","NBI7DELL7410RF","Notebook DELL Latitude 7410 Intel Core i7 10610u - 16Gb - 256Gb - Pantalla 14 Full HD - W10P","","NEGRO","DELL","","557","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_32032.jpg"
"1778256957-42","https://www.infinit.com.uy/catalogo/pc/infinit/","557","Garantía: 1 AÑO / NUEVO","NOT3296","Notebook ASUS Vivobook X1504VA Intel Core i3 1215u (6 Núcleos) - 8Gb - 512Gb - Pantalla 15.6 Full HD - W11","","AZUL OSCURO","ASUS","","0","USD","Cód.","15,6""","",",00","Comprar","","Nuevo","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41453.jpg"
"1778256957-43","https://www.infinit.com.uy/catalogo/pc/infinit/","563","Garantía: 1 AÑO / RECERTIFICADO","NT056DEL28","Notebook DELL Latitude 7420 Intel Core i5 1145G7 11va - 16Gb - 256Gb - Pantalla IPS 14"" Full HD - W10 Pro","-68%","GRIS","DELL","68","1.785","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_22065.jpg"
"1778256957-44","https://www.infinit.com.uy/catalogo/pc/infinit/","572","Garantía: 1 AÑO / RECERTIFICADO","NBI7DELL7410RFTOUCH","Notebook DELL Latitude 7410 Intel Core i7 10610u - 16Gb - 256Gb - Pantalla 14 Full HD Tactil - W10P","","NEGRO","DELL","","0","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39471.jpg"
"1778256957-45","https://www.infinit.com.uy/catalogo/pc/infinit/","587","Garantía: 1 AÑO / RECERTIFICADO","HP840G8","Notebook HP EliteBook 840 G8 Intel Core i7 1185G7 11va - 16Gb - 256Gb - Pantalla 14 Full HD - Win11 Pro","","PLATA","HP","","0","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39972.jpg"
"1778256957-46","https://www.infinit.com.uy/catalogo/pc/infinit/","588","Garantía: 3 AÑOS / NUEVO","2OF","Equipo PC INTEL Core i5 10400 10ma - 8Gb - Ssd 256Gb - Wifi/Bt - Windows 11 Pro - Teclado Mouse y Parlantes","-1%","NEGRO","INTEL","1","593","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_14116.jpg"
"1778256957-47","https://www.infinit.com.uy/catalogo/pc/infinit/","593","Garantía: 3 AÑOS / NUEVO","NG029","PC Gamer AMD Ryzen 5 5600G (6 Núcleos) - RAM 8Gb - Ssd 256Gb - Wifi/Bt - Windows","","","AMD","","592","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_22522.jpg"
"1778256957-48","https://www.infinit.com.uy/catalogo/pc/infinit/","593","Garantía: 1 AÑO / RECERTIFICADO","KL02065RFAA","Notebook HP ELITEBOOK 855 G7 AMD Ryzen 7 Pro 4750u (8 Núcleos) - 16Gb - 256Gb - Pantalla 15.6 Full HD - W11 Pro","-2%","PLATA","HP","2","608","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40585.jpg"
"1778256957-49","https://www.infinit.com.uy/catalogo/pc/infinit/","593","Garantía: 1 AÑO / RECERTIFICADO","DELL5410I7TOUCH","Notebook DELL Latitude 5410 Intel Core i7 10810u - 16Gb - 256Gb - Pantalla 14 Full HD Táctil - W11P","","GRIS","DELL","","0","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41021.jpg"
"1778256957-50","https://www.infinit.com.uy/catalogo/pc/infinit/","602","Garantía: 1 AÑO / NUEVO","NOT3284","Notebook ACER Extensa 15 Amd Ryzen 5 7520U (4 Nucleos) - 8Gb - 256Gb - Pantalla 15,6 Full Hd - W11P","","GRIS","ACER","","0","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40960.jpg"
"1778256957-51","https://www.infinit.com.uy/catalogo/pc/infinit/","604","Garantía: 1 AÑO / NUEVO","NOT3341","Notebook LENOVO Ideapad 1 15AMN7 Amd Ryzen 5 7520U (4 Nucleos) - 8Gb - 256Gb - Pantalla 15,6 Full Hd - W11","","AZUL","LENOVO","","0","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40964.jpg"
"1778256957-52","https://www.infinit.com.uy/catalogo/pc/infinit/","605","Garantía: 6 MESES / RECERTIFICADO","KITNOTHP640G4GEN8","Notebook HP PROBOOK 640 G4 Intel Core i5 8250u - 16Gb - 512Gb - Pantalla 14 Fhd Huella W11P","-4%","GRIS","HP","4","632","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_34512.jpg"
"1778256957-53","https://www.infinit.com.uy/catalogo/pc/infinit/","608","Garantía: 1 AÑO / RECERTIFICADO","10586DELL5320","Notebook DELL LATITUDE 5320 Intel Core i7 1185G7 - 32Gb - 512Gb - Pantalla 13.3 Full HD - W11P","","GRIS","DELL","","0","USD","Cód.","13,3""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40956.jpg"
"1778256957-54","https://www.infinit.com.uy/catalogo/pc/infinit/","614","Garantía: 3 AÑOS / NUEVO","7OFMON22","Equipo PC INTEL Pentium G7400 12va Gen - 8Gb - Ssd 240Gb - Wifi/Bt - Monitor 22"" - Windows 11 Pro - Accesorios","","","INTEL","","601","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38318.jpg"
"1778256957-55","https://www.infinit.com.uy/catalogo/pc/infinit/","625","Garantía: 3 AÑOS / NUEVO","NG04","PC Gamer AMD Ryzen 3 3200G RAM 8Gb Ddr4 Ssd Nvme 256Gb Monitor 22"" 100Hz  Wifi Bt Teclado Mouse Auricular MousePad W10","-1%","","AMD","1","630","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35593.jpg"
