web_scraper_order,web_scraper_start_url,price,description,sku,name,data,data2,data3,brand,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image
"1778255771-64","https://www.infinit.com.uy/catalogo/gamer/infinit/","92","Garantía: 2 AÑOS / NUEVO","195801","Auricular Gamer LOGITECH G432 7.1ch Envolvente Dts X 2.0 Usb y 3.5mm Para Ps4 xBox Pcs Nintendo Smartphone Tablets","-7%","NEGRO","7","LOGITECH G","99",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_9061.jpg"
"1778255771-65","https://www.infinit.com.uy/catalogo/gamer/infinit/","95","Garantía: 1 AÑO / NUEVO","192380","Combo LOGITECH Pop Icon Inalambrico Teclado y Mouse Grafito Usb 920-013052","","GRIS OSCURO","","LOGITECH","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38608.jpg"
"1778255771-66","https://www.infinit.com.uy/catalogo/gamer/infinit/","95","Garantía: 1 AÑO / NUEVO","192381","Combo LOGITECH Pop Icon Inalambrico Teclado y Mouse Rosa Usb 920-013053","","ROSA","","LOGITECH","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38610.jpg"
"1778255771-67","https://www.infinit.com.uy/catalogo/gamer/infinit/","95","Garantía: 1 AÑO / NUEVO","192382","Combo LOGITECH Pop Icon Inalambrico Teclado y Mouse Lila Usb 920-013054","","LILA","","LOGITECH","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38612.jpg"
"1778255771-68","https://www.infinit.com.uy/catalogo/gamer/infinit/","95","Garantía: 1 AÑO / NUEVO","192383","Combo LOGITECH Pop Icon Inalambrico Teclado y Mouse Blanco Usb 920-013055","","BLANCO","","LOGITECH","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38614.jpg"
"1778255771-69","https://www.infinit.com.uy/catalogo/gamer/infinit/","95","Garantía: 1 AÑO / NUEVO","HX1470","Auricular HYPERX CLOUD JET Inalambricos Para PC MAC Ps4 Ps5 Mobile","","NEGRO","","HYPERX","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40453.jpg"
"1778255771-70","https://www.infinit.com.uy/catalogo/gamer/infinit/","96","6 Meses De Garantía / Nuevo","BFXTTM70","Mouse Gamer Thermaltake Level 20 Rgb 16000Dpi Usb Negro","","NEGRO","","THERMALTAKE","96",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_15656.jpg"
"1778255771-71","https://www.infinit.com.uy/catalogo/gamer/infinit/","96","Garantía: 1 AÑO / NUEVO","I02038","Monitor Gamer GRAVITY S215 21,5 100Hz 5ms Panel VA Fhd Hdmi Vga","","","","GRAVITY","0",",00","USD","Cód.","22""","","Medida","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40852.jpg"
"1778255771-72","https://www.infinit.com.uy/catalogo/gamer/infinit/","97","Garantía: 1 AÑO / NUEVO","BFXBLB6","Teclado RK ROYAL KLUDGE M65 Ocean Blue Beige Switch Rgb Usb-C","-2%","BLANCO","2","RK ROYAL KLUDGE","99",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_37339.jpg"
"1778255771-73","https://www.infinit.com.uy/catalogo/gamer/infinit/","99","Garantía: 2 AÑOS / NUEVO","P195972","Teclado Gamer LOGITECH G413 SE Mecanico Teclas Romer-G Iluminacion Led Blanca Teclas De Pbt","","NEGRO","","LOGITECH G","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_20834.jpg"
"1778255771-74","https://www.infinit.com.uy/catalogo/gamer/infinit/","99","Garantía: 2 AÑOS / NUEVO","192362","Mouse Gamer LOGITECH G309 25600dpi Sensor Hero 25K Inalámbrico Blanco","","BLANCO","","LOGITECH G","99",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_34715.jpg"
"1778255771-75","https://www.infinit.com.uy/catalogo/gamer/infinit/","101","Garantía: 1 AÑO / NUEVO","192318","Teclado Mecanico Logitech Pop Keys Blast Inalambrico Hasta 3 Dispositivos Simultaneos","","AMARILLO","","LOGITECH","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_20845.jpg"
"1778255771-76","https://www.infinit.com.uy/catalogo/gamer/infinit/","105","Garantía: 2 AÑOS / NUEVO","192314","Auricular Gamer LOGITECH G435 981-001073 Inalambrico Bluetooth LightSpeed Pc Mac Ps5 y Ps4","","BLANCO","","LOGITECH G","0",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_33309.jpg"
"1778255771-77","https://www.infinit.com.uy/catalogo/gamer/infinit/","105","Garantía: 1 AÑO / NUEVO","SG238F17","Monitor Gamer SHOT GAMING 24 SG238F17 100Hz 3ms LED Fhd 1080p Hdmi DisplayPort Comptible Con Vesa","","NEGRO","","SHOT GAMING","105",",00","USD","Cód.","24""","Consultar","Medida","","","","Antes","USD",",00","Precio","IVA inc.","Agotado","Agotado","Color","","","https://www.infinit.com.uy/imgs/productos/productos3_37870.jpg"
"1778255771-78","https://www.infinit.com.uy/catalogo/gamer/infinit/","106","Garantía: 1 AÑO / NUEVO","BFX6BLS","Teclado RK ROYAL KLUDGE M65 Ocean Blue Cream Switch Rgb Usb-C","","BLANCO","","RK ROYAL KLUDGE","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_37336.jpg"
"1778255771-79","https://www.infinit.com.uy/catalogo/gamer/infinit/","106","6 Meses Garantía / Nuevo","PRV-CON213","Joystick GameSir G8 Plus Para Celulares y Tablets Negro","","","","GAMESIR","0",",10","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38036.jpg"
"1778255771-80","https://www.infinit.com.uy/catalogo/gamer/infinit/","107","Garantía: 1 AÑO / NUEVO","I02039","Monitor Gamer Gravity 24 S238 100Hz 5ms Panel VA Fhd 1080p Hdmi Vga Comptible Con Vesa","-4%","","4","GRAVITY","111",",00","USD","Cód.","24""","","Medida","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_37621.jpg"
"1778255771-81","https://www.infinit.com.uy/catalogo/gamer/infinit/","107","Garantía: 1 AÑO / NUEVO","BFXL7GRB","Teclado RK ROYAL KLUDGE L75 Palm Green Beige Switch Rgb Usb-C","-6%","GRIS","6","RK ROYAL KLUDGE","114",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_37935.jpg"
"1778255771-82","https://www.infinit.com.uy/catalogo/gamer/infinit/","110","Garantía: 1 AÑO / NUEVO","BFXSFRT","Soporte Frontal FANATEC para volante CRD-9900013-WW","","NEGRO","","FANATEC","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39881.jpg"
"1778255771-83","https://www.infinit.com.uy/catalogo/gamer/infinit/","112","1 Año de Garantía / Nuevo","PRV-VOL17","Volante GENIUS SpeedMaster Palanca y Pedales Con Vibracion Para PS4 PS3 y PC","","","","GENIUS","0",",00","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38009.jpg"
"1778255771-84","https://www.infinit.com.uy/catalogo/gamer/infinit/","113","Garantía: 1 AÑO / NUEVO","BFXM7PB","Teclado RK ROYAL KLUDGE M70 Cyan Purple Beige Switch Rgb Usb-C","","CYAN","","RK ROYAL KLUDGE","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_37925.jpg"
"1778255771-85","https://www.infinit.com.uy/catalogo/gamer/infinit/","113","Garantía: 1 AÑO / NUEVO","BFX7CPE","Teclado RK ROYAL KLUDGE M70 Cyan Purple Cream Switch Rgb Usb-C","","CYAN","","RK ROYAL KLUDGE","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_37928.jpg"
"1778255771-86","https://www.infinit.com.uy/catalogo/gamer/infinit/","114","Garantía: 1 AÑO / NUEVO","BFXL7GRC","Teclado RK ROYAL KLUDGE L75 Palm Green Cream Switch Rgb Usb-C","","GRIS","","RK ROYAL KLUDGE","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_37937.jpg"
"1778255771-87","https://www.infinit.com.uy/catalogo/gamer/infinit/","114","6 Meses Garantía / Nuevo","PRV-CON212","Joystick GameSir X4 Aileron Inalámbrico Xbox Negro","","","","GAMESIR","0",",32","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38031.jpg"
"1778255771-88","https://www.infinit.com.uy/catalogo/gamer/infinit/","115","Garantía: 1 AÑO / NUEVO","195989","Teclado Mecanico Logitech Pop Keys Heartbreaker Inalambrico Hasta 3 Dispositivos Simultaneos","","ROSA","","LOGITECH","102",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_20848.jpg"
"1778255771-89","https://www.infinit.com.uy/catalogo/gamer/infinit/","115","Garantía: 6 MESES / OPEN BOX","97855170743","Mouse Gamer Logitech G Pro Edicion League Of Legends LOL 25600dpi Inalambrico LightSpeed Sensor Hero 25k","","AZUL OSCURO","","LOGITECH G","100",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_29008.jpg"
"1778255771-90","https://www.infinit.com.uy/catalogo/gamer/infinit/","117","Garantía: 2 AÑOS / NUEVO","195805","Mouse Gamer Logitech G903 Inalambrico Sensor Hero 12000dpi Con LightSpeed y PowerPlay Ambidiestro","","NEGRO","","LOGITECH G","113",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_9644.jpg"
"1778255771-91","https://www.infinit.com.uy/catalogo/gamer/infinit/","119","Garantía: 1 AÑO / OPEN BOX","97855170767","Teclado Gamer LOGITECH G PRO Mecanico Rgb LightSync Edicion League of Legends Switch Gx Brown Ref","","AZUL OSCURO","","LOGITECH G","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_29144.jpg"
"1778255771-92","https://www.infinit.com.uy/catalogo/gamer/infinit/","120","Garantía: 2 AÑOS / NUEVO","195804","Mouse Gamer LOGITECH G502 Rgb Inalambrico Lightspeed 12000dpi Sensor Hero Usb","","NEGRO","","LOGITECH G","120",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_9234.jpg"
"1778255771-93","https://www.infinit.com.uy/catalogo/gamer/infinit/","120","Garantía: 1 AÑO / NUEVO","BFXM87B","Teclado RK ROYAL KLUDGE M87 Ocean Blue Blue Switch Rgb Usb-C","-6%","BLANCO","6","RK ROYAL KLUDGE","128",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_37859.jpg"
"1778255771-94","https://www.infinit.com.uy/catalogo/gamer/infinit/","121","Garantía: 1 AÑO / NUEVO","JOY94","Joystick Sony PlayStation 5 Ps5 Original DualSense Inalambrico Usb-c Negro","","NEGRO","","SONY","99",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_25796.jpg"
"1778255771-95","https://www.infinit.com.uy/catalogo/gamer/infinit/","122","Garantía: 1 AÑO / NUEVO","JOY88","Joystick Sony PlayStation 5 Ps5 Original DualSense Inalambrico Usb-c Blanco","","BLANCO","","SONY","121",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_14177.jpg"
"1778255771-96","https://www.infinit.com.uy/catalogo/gamer/infinit/","123","Garantía: 3 AÑOS / NUEVO","MSLS24D300G","Monitor Gamer SAMSUNG 24 Essential S3 MSLS24D300G Panel IPS FHD 100hz 1080p Hdmi Vga Compatible Vesa 100x100","","NEGRO","","SAMSUNG","123",",00","USD","Cód.","24""","","Medida","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","Color","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_37661.jpg"
"1778255771-97","https://www.infinit.com.uy/catalogo/gamer/infinit/","124","Garantía: 1 AÑO / NUEVO","BFXMDRT","Soporte de pedales FANATEC CRD-9900021-WW","","NEGRO","","FANATEC","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39879.jpg"
"1778255771-98","https://www.infinit.com.uy/catalogo/gamer/infinit/","125","Garantía: 1 AÑO / NUEVO","MCOT27100","Monitor Gamer COMSTAR 27 S270F100 100Hz 5Ms Fhd 1080p Panel Va Hdmi Vga Compatible Vesa 100x100","-7%","","7","COMSTAR","134",",00","USD","Cód.","27""","","Medida","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35882.jpg"
"1778255771-99","https://www.infinit.com.uy/catalogo/gamer/infinit/","127","Garantía: 2 AÑOS / NUEVO","BFXVIDCP","Capturadora De Vídeo ELGATO Video Capture 680 X 360","-2%","BLANCO","2","ELGATO","129",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35946.jpg"
"1778255771-100","https://www.infinit.com.uy/catalogo/gamer/infinit/","131","Garantía: 1 AÑO / NUEVO","104","Auricular Razer Star Wars The Old Republic Con Sonido Surround Dolby 7.1 Pc","-20%","GRIS","20","RAZER","164",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_22397.jpg"
"1778255771-101","https://www.infinit.com.uy/catalogo/gamer/infinit/","131","Garantía: 2 AÑOS / NUEVO","BFXWVNE","Microfono de Condensador ELGATO Wabe Neo para Streaming USB-C Blanco","","BLANCO","","ELGATO","0",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_35683.jpg"
"1778255771-102","https://www.infinit.com.uy/catalogo/gamer/infinit/","131","Garantía: 2 AÑOS / NUEVO","BFXKLGHN","Luz Led ELGATO Key Light Neo 10LAJ9901 Panel Led Brillo 1000 Lumens Ajustable Para Streaming","","","","ELGATO","0",",00","USD","Cód.","","","","Comprar","","Nuevo","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41163.jpg"
"1778255771-103","https://www.infinit.com.uy/catalogo/gamer/infinit/","131","Garantía: 2 AÑOS / NUEVO","BFXJ991","Luz Led ELGATO Key Light Neo 10LAJ9911 Panel Led Brillo 1000 Lumens Ajustable Para Streaming","","","","","0",",00","USD","Cód.","","","","Comprar","","Nuevo","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41169.jpg"
"1778255771-104","https://www.infinit.com.uy/catalogo/gamer/infinit/","131","Serie Challenger","PRV-MON340","Monitor Gamer AsRock 24.5"" 120Hz 1ms","","","","ASROCK","0",",20","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40641.jpg"
"1778255771-105","https://www.infinit.com.uy/catalogo/gamer/infinit/","135","Garantía: 1 AÑO / NUEVO","I02040","Monitor Gamer GRAVITY 24 CZ238 Curvo 180Hz 1ms Panel VA Fhd 1080p Hdmi Vga Comptible Con Vesa","-17%","","17","GRAVITY","163",",00","USD","Cód.","24""","","Medida","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_37622.jpg"
"1778255771-106","https://www.infinit.com.uy/catalogo/gamer/infinit/","136","Garantía: 1 AÑO / OPEN BOX","BFXELGB1","Stream Deck ELGATO Neo 10GBJ9901 8 Botones LCD Personalizables para Streaming","","","","ELGATO","0",",00","USD","Cód.","","Consultar","","","","Nuevo","Antes","USD",",00","Precio","IVA inc.","Agotado","Agotado","","","","https://www.infinit.com.uy/imgs/productos/productos3_41202.jpg"
"1778255771-107","https://www.infinit.com.uy/catalogo/gamer/infinit/","137","Garantía: 2 AÑOS / NUEVO","BFXSDP","Stream Deck ELGATO Pedal Controlador Manos Libres 3 Botones Configurables Para Streaming","","","","ELGATO","137",",00","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_25437.jpg"
"1778255771-108","https://www.infinit.com.uy/catalogo/gamer/infinit/","138","Garantía: 1 AÑO / NUEVO","HP5950","Auricular HYPERX CLOUD STINGER CORE Inalambricos Audio Espacial DTS Para PC PS4 PS5","","BLANCO","","HYPERX","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40424.jpg"
"1778255771-109","https://www.infinit.com.uy/catalogo/gamer/infinit/","138","Garantía: 3 AÑOS / NUEVO","GB0541","Monitor Gamer GIGABYTE 24.5 GS25F14 144Hz 1Ms FHd 1080p Panel Ips Amd FreeSync 2x Hdmi Dp Compatible Vesa 100x100","","","","GIGABYTE","0",",00","USD","Cód.","24.5""","","Medida","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40754.jpg"
"1778255771-110","https://www.infinit.com.uy/catalogo/gamer/infinit/","138","Garantía: 2 AÑOS / NUEVO","BFXKLHY","Luz Led ELGATO Key Light Neo 10LAL9901 Panel Led Brillo 1000 Lumens Ajustable Para Streaming","","","","ELGATO","0",",00","USD","Cód.","","","","Comprar","","Nuevo","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41166.jpg"
"1778255771-111","https://www.infinit.com.uy/catalogo/gamer/infinit/","140","Garantía: 3 AÑOS / NUEVO","MSLS27D300G","Monitor Gamer SAMSUNG 27 Essential S3 LS27D300GANXZA Panel IPS FHD 100hz 1080p Hdmi Vga Compatible Vesa 100x100","","","","SAMSUNG","140",",00","USD","Cód.","27""","","Medida","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_37666.jpg"
"1778255771-112","https://www.infinit.com.uy/catalogo/gamer/infinit/","143","Garantía: 3 AÑOS / NUEVO","MT065VWS88","Monitor Gamer VIEWSONIC 24 VA2416C Curvo 1500R 100Hz 1Ms FHD 1080p Panel VA Hdmi Dp Vesa 100x100","-1%","NEGRO","1","VIEWSONIC","145",",00","USD","Cód.","24""","","Medida","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","Color","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40186.jpg"
"1778255771-113","https://www.infinit.com.uy/catalogo/gamer/infinit/","145","Serie Challenger","PRV-MON341","Monitor Gamer AsRock 27"" 120Hz 1ms","","","","ASROCK","0",",60","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40668.jpg"
"1778255771-114","https://www.infinit.com.uy/catalogo/gamer/infinit/","146","Garantía: 1 AÑO / NUEVO","BFXSTRDN","Stream Deck ELGATO Neo 8 Botones LCD Personalizables Streaming Blanco","-3%","BLANCO","3","ELGATO","151",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35680.jpg"
"1778255771-115","https://www.infinit.com.uy/catalogo/gamer/infinit/","147","Garantía: 2 AÑOS / NUEVO","9S63BC61T002","Monitor Gamer MSI Optix 24 G242L-E14 144Hz 1Ms FHd 1080p Panel UR Ips Adaptative Sync Hdmi Dp Compatible Vesa 100x100","-2%","NEGRO","2","MSI","150",",00","USD","Cód.","24""","","Medida","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","Color","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40288.jpg"
"1778255771-116","https://www.infinit.com.uy/catalogo/gamer/infinit/","149","Garantía: 1 AÑO / NUEVO","SG27F17","Monitor Gamer SHOT GAMING 27 SG27F17 100Hz 3ms LED Fhd 1080p Hdmi DisplayPort Comptible Con Vesa","-7%","","7","SHOT GAMING","160",",00","USD","Cód.","27""","","Medida","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_37875.jpg"
"1778255771-117","https://www.infinit.com.uy/catalogo/gamer/infinit/","152","Garantía: 1 AÑO / NUEVO","BFXBPC","Bandeja para PC/Consola FANATEC Simulador de carreras CRD-9900001-WW","","NEGRO","","FANATEC","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39883.jpg"
"1778255771-118","https://www.infinit.com.uy/catalogo/gamer/infinit/","155","Garantía: 1 AÑO / NUEVO","22412","Monitor Gamer ASROCK 24 Cl25ff 2 100Hz 1Ms Full Hd 1080p Panel Ips Rgb Amd FreeSync Hdmi Vga Compatible Vesa 100x100","-1%","NEGRO","1","ASROCK","157",",00","USD","Cód.","25""","","Medida","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","Color","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_34640.jpg"
"1778255771-119","https://www.infinit.com.uy/catalogo/gamer/infinit/","156","Garantía: 2 AÑOS / NUEVO","192103","Auriculares Gamer Logitech G535 Inalambrico Streaming Pc Mac","","NEGRO","","LOGITECH G","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_27250.jpg"
"1778255771-120","https://www.infinit.com.uy/catalogo/gamer/infinit/","156","Garantía: 3 AÑOS / NUEVO","24MS500B","Monitor Gamer LG 24"" 24MS500-B 100Hz 5Ms Fhd HD Panel IPS Hdmi x2 Vesa 75x75","","","","LG","152",",00","USD","Cód.","24""","Consultar","Medida","","","","Antes","USD",",00","Ahora","IVA inc.","Agotado","Agotado","","","","https://www.infinit.com.uy/imgs/productos/productos3_35180.jpg"
"1778255771-121","https://www.infinit.com.uy/catalogo/gamer/infinit/","157","Garantía: 2 AÑOS / NUEVO","122503","Volante Pedalera y Palanca SUPERDRIVE Gs550 Levas 3 Niveles De Sensibilidad Vibracion Ps3 Ps4 xBox y Pc Racing Wheel","-5%","","5","SUPERDRIVE","166",",00","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_33651.jpg"
"1778255771-122","https://www.infinit.com.uy/catalogo/gamer/infinit/","157","Modelo G24i.","PRV-MON307","Monitor Gamer XIAOMI 24 G24I 180Hz 1ms IPS FullHD","","","","XIAOMI","0",",60","USD","Cód.","","","","Comprar","","Nuevo","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41430.jpg"
"1778255771-123","https://www.infinit.com.uy/catalogo/gamer/infinit/","167","Garantía: 2 AÑOS / NUEVO","BFXMIAR2","Wabe Mic Arm LP ELGATO 10AAN9901 Brazo Articulado de Calidad de Estudio","-1%","NEGRO","1","ELGATO","168",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_32567.jpg"
"1778255771-124","https://www.infinit.com.uy/catalogo/gamer/infinit/","168","Garantía: 2 AÑOS / NUEVO","BFXWMCW","Wabe Mic Arm LP ELGATO 10AAN9911 Brazo Articulado Profesional","","BLANCO","","ELGATO","145",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_32540.jpg"
"1778255771-125","https://www.infinit.com.uy/catalogo/gamer/infinit/","168","Garantía: 1 AÑO / NUEVO","I02041","Monitor Gamer Gravity 27 CZ270 Curvo 180Hz 1ms Panel VA Fhd 1080p Hdmi Vga Comptible Con Vesa","-11%","","11","GRAVITY","189",",00","USD","Cód.","27""","","Medida","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_37623.jpg"
