web_scraper_order,web_scraper_start_url,price,description,sku,name,data,data2,data3,brand,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image
"1778255771-202","https://www.infinit.com.uy/catalogo/gamer/infinit/","389","Garantía: 2 AÑOS / NUEVO","192159","Volante y Pedalera LOGITECH G920 Para xBox One y Pc","-2%","NEGRO","2","LOGITECH G","395",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_9566.jpg"
"1778255771-203","https://www.infinit.com.uy/catalogo/gamer/infinit/","392","Garantía: 2 AÑOS / NUEVO","CF9010056W","Silla Gamer CORSAIR T3 Rush 2023 Soporta Hasta 120kg Regulable Ergonomica Reclinable 160 Grados Almohadones","-1%","GRIS","1","CORSAIR","396",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_27211.jpg"
"1778255771-204","https://www.infinit.com.uy/catalogo/gamer/infinit/","400","Garantía: 2 AÑOS / NUEVO","CF9010057W","Silla Gamer CORSAIR T3 Rush 2023 Charcoal Hasta 120kg Regulable Ergonomica Reclinable 160 Grados Almohadones","","GRIS","","CORSAIR","400",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_30042.jpg"
"1778255771-205","https://www.infinit.com.uy/catalogo/gamer/infinit/","403","Garantía: 2 AÑOS / NUEVO","BFXPRMPT","Prompter ELGATO 10WAD9901 Para Streaming","-1%","NEGRO","1","ELGATO","409",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35695.jpg"
"1778255771-206","https://www.infinit.com.uy/catalogo/gamer/infinit/","422","Garantía: 2 AÑOS / NUEVO","BFXE4KPR","Tarjeta Capturadora Video ELGATO Game 10GBK9901 Pro 4k 60fps Hdmi","","","","ELGATO","0",",00","USD","Cód.","","","","Comprar","","Nuevo","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41124.jpg"
"1778255771-207","https://www.infinit.com.uy/catalogo/gamer/infinit/","424","1 AÑO DE GARANTIA / NUEVO","MAEI322QURPB","Monitor Gamer ACER 31.5 Nitro Ei322qur Curvo 2K 2560 x 1440 Panel Va 165Hz 1ms Hdmi Dp AMD FreeSync Vesa 75x75 Parlantes","-1%","NEGRO","1","ACER","430",",00","USD","Cód.","31.5""","","Medida","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","Color","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_29375.jpg"
"1778255771-208","https://www.infinit.com.uy/catalogo/gamer/infinit/","438","Garantía: 3 AÑOS / NUEVO","MSLS27BG400E","Monitor Gamer SAMSUNG Odyssey 27 G4 240Hz 1Ms Full Hd 1080p Panel Ips FreeSync GSync 2x Hdmi Dp Compatible Vesa 100x100","-2%","NEGRO","2","SAMSUNG","448",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35278.jpg"
"1778255771-209","https://www.infinit.com.uy/catalogo/gamer/infinit/","452","Garantía: 2 AÑOS / NUEVO","KIT192137","Volante Pedalera y Palanca LOGITECH G29 Para PC PlayStation Sony Ps3 Ps4 Ps5","","NEGRO","","LOGITECH G","452",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_9597.jpg"
"1778255771-210","https://www.infinit.com.uy/catalogo/gamer/infinit/","452","2 Años de Garantía / Nuevo","KIT10507","Palanca y Volante Logitech G920 Con Pedales Driving Force Pc Xbox One","-2%","NEGRO","2","LOGITECH G","459",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_14958.jpg"
"1778255771-211","https://www.infinit.com.uy/catalogo/gamer/infinit/","461","Garantía: 2 AÑOS / NUEVO","192211","Volante y Pedalera LOGITECH G923 Simulador Para Pc Xbox One","","NEGRO","","LOGITECH G","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_15068.jpg"
"1778255771-212","https://www.infinit.com.uy/catalogo/gamer/infinit/","474","Modelo G Pro 27i. Luz ambiental RGB","PRV-MON321","Monitor Gamer XIAOMI 27 Mini LED G PRO 27i  WQHD 180Hz 1ms HDR","","","","XIAOMI","0",",20","USD","Cód.","","","","Comprar","","Nuevo","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41433.png"
"1778255771-213","https://www.infinit.com.uy/catalogo/gamer/infinit/","482","Garantía: 3 AÑOS / NUEVO","MSLC34G55TW","Monitor Gamer Curvo SAMSUNG Odyssey 34 G5 165Hz 1Ms UwqHd 1440p Panel VA FreeSync 2x Hdmi Dp Compatible Vesa 75x75","-5%","NEGRO","5","SAMSUNG","508",",00","USD","Cód.","34""","","Medida","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","Color","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_37779.jpg"
"1778255771-214","https://www.infinit.com.uy/catalogo/gamer/infinit/","515","Garantía: 1 AÑO / NUEVO","BFX32GM","Monitor Gamer Curvo THERMALTAKE 32 TGM-V32CQ 170Hz 1Ms QHd 1440p Panel Va Amd FreeSync 2x Hdmi Dp Compatible Vesa 75x75","","NEGRO","","THERMALTAKE","0",",00","USD","Cód.","32""","","Medida","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","Color","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40117.jpg"
"1778255771-215","https://www.infinit.com.uy/catalogo/gamer/infinit/","517","Garantía: 3 AÑOS / NUEVO","32GS75Q","Monitor Gamer LG 32 32gs75q Ultra Gear 180hz 1ms Qhd 2560 x 1440 Ips Amd G-Sync Hdmi Dp Hdr10 Montaje Vesa 100 x 100","","NEGRO","","LG","499",",00","USD","Cód.","32""","Consultar","Medida","","","","Antes","USD",",00","Ahora","IVA inc.","Agotado","Agotado","Color","","","https://www.infinit.com.uy/imgs/productos/productos3_33461.jpg"
"1778255771-216","https://www.infinit.com.uy/catalogo/gamer/infinit/","525","2 Años de Garantía / Nuevo","10625","Volante Pedalera y Palanca LOGITECH G923 Trueforce Para PC y Xbox One","-1%","NEGRO","1","LOGITECH G","529",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_15197.jpg"
"1778255771-217","https://www.infinit.com.uy/catalogo/gamer/infinit/","555","Garantía: 1 AÑO / NUEVO","SCEVOORANG","Silla Gamer COUGAR Armor Evo Naranja Soporta Hasta 160Kg Regulable Reclinable 180 Grados Almohadones","-1%","NARANJA","1","COUGAR","559",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_29069.jpg"
"1778255771-218","https://www.infinit.com.uy/catalogo/gamer/infinit/","567","Garantía: 3 AÑOS / NUEVO","34GP63A","Monitor Gamer LG 34gp63a Ultra Gear 160hz 1ms Qhd 3440 x 1440p Va Amd FreeSync Hdmi Hdr10 Montaje Vesa 100 x 100","","NEGRO","","LG","560",",00","USD","Cód.","34""","Consultar","Medida","","","","Antes","USD",",00","Ahora","IVA inc.","Agotado","Agotado","Color","","","https://www.infinit.com.uy/imgs/productos/productos3_33468.jpg"
"1778255771-219","https://www.infinit.com.uy/catalogo/gamer/infinit/","567","Garantía: 3 AÑOS / NUEVO","34G600A","Monitor Gamer Curvo LG 34 34G600A WQHD 3440 x 1440 Panel Va 160Hz 1ms Hdmi Dp AMD FreeSync","","GRIS","","LG","0",",00","USD","Cód.","34""","Consultar","Medida","","","","Antes","USD",",00","Precio","IVA inc.","Agotado","Agotado","Color","","","https://www.infinit.com.uy/imgs/productos/productos3_40236.jpg"
"1778255771-220","https://www.infinit.com.uy/catalogo/gamer/infinit/","602","Garantía: 1 AÑO / NUEVO","ECRMOSSAB150","Escritorio Electrico Gamer Cougar Royal Mossa 150 Mesa Regulable y Programable En Altura Negro","-3%","NEGRO","3","COUGAR","622",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_31449.jpg"
"1778255771-221","https://www.infinit.com.uy/catalogo/gamer/infinit/","602","Garantía: 1 AÑO / NUEVO","ECRMOSSAW150","Escritorio Electrico Gamer COUGAR ROYAL MOSSA 150 Mesa Regulable y Programable En Altura Blanco","-3%","BLANCO","3","COUGAR","622",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_31457.jpg"
"1778255771-222","https://www.infinit.com.uy/catalogo/gamer/infinit/","620","Tasa de refresco de 160 Hz","PRV-MON344","Monitor Gamer Asus 27 ROG Fast IPS 4K UHD 160Hz 1Ms HDR VESA 100x100","","","","ASUS","0",",80","USD","Cód.","","","","Comprar","","Nuevo","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41180.jpg"
"1778255771-223","https://www.infinit.com.uy/catalogo/gamer/infinit/","631","Garantía: 1 AÑO / NUEVO","BFXRQ2","Base de volante FANATEC Simulador MXM CSL_DD_QR2L_90_US","","NEGRO","","FANATEC","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39873.jpg"
"1778255771-224","https://www.infinit.com.uy/catalogo/gamer/infinit/","642","Garantía: 3 AÑOS / NUEVO","MSLS27BG650","Monitor Gamer Curvo SAMSUNG Odyssey 27 G6 240Hz 1Ms QHd 1440p Panel VA FreeSync 2x Hdmi Dp Compatible Vesa 100x100","-2%","NEGRO","2","SAMSUNG","657",",00","USD","Cód.","27""","","Medida","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","Color","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35283.jpg"
"1778255771-225","https://www.infinit.com.uy/catalogo/gamer/infinit/","643","Garantía: 1 AÑO / NUEVO","BFXGR30R","Simulador de Carreras THERMALTAKE GR300 Cockpit Negro","","NEGRO","","THERMALTAKE","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40129.jpg"
"1778255771-226","https://www.infinit.com.uy/catalogo/gamer/infinit/","661","Garantía: 3 AÑOS / NUEVO","MSLS34C650U","Monitor Gamer SAMSUNG Curvo Viewfinity 34 S65UC Panel Led VA UWQHD 100hz 1440p FreeSync Hdmi DP Compatible Vesa 100x100","-14%","NEGRO","14","SAMSUNG","769",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35080.jpg"
"1778255771-227","https://www.infinit.com.uy/catalogo/gamer/infinit/","728","Garantía: 1 AÑO / NUEVO","BFX27MG","Monitor Gamer THERMALTAKE 27 TPM-I27FUK 160Hz 1Ms 4k 2160p Panel Ips G-Sync 2x Hdmi Dp Compatible Vesa 75x75","","NEGRO","","THERMALTAKE","0",",00","USD","Cód.","27""","","Medida","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","Color","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40172.jpg"
"1778255771-228","https://www.infinit.com.uy/catalogo/gamer/infinit/","791","Garantía: 3 AÑOS / NUEVO","MSLS34C654T","Monitor Gamer SAMSUNG Curvo Viewfinity 34 S65UC Led VA UWQHD 100hz 1440p FreeSync Hdmi DP Compatible Vesa 100x100 Blanco","-9%","BLANCO","9","SAMSUNG","866",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35091.jpg"
"1778255771-229","https://www.infinit.com.uy/catalogo/gamer/infinit/","797","Garantía: 1 AÑO / NUEVO","BFXQ2BL","Base de Volante para Simulador CSL_DD_QR2L_180_US","","NEGRO","","FANATEC","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39888.jpg"
"1778255771-230","https://www.infinit.com.uy/catalogo/gamer/infinit/","839","Garantía: 1 AÑO / NUEVO","165009","Simulador Next Level Racing NLR-S034 Cockpit Go Kart Plus","-14%","NEGRO","14","NEXT LEVEL RACING","981",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35670.jpg"
"1778255771-231","https://www.infinit.com.uy/catalogo/gamer/infinit/","900","Garantía: 3 AÑOS / NUEVO","MSL32BG702","Monitor Gamer SAMSUNG Odyssey 32 G70b 144Hz 1Ms 4k 2160p Panel Ips FreeSync 2x Hdmi Dp Compatible Vesa 100x100","-5%","NEGRO","5","SAMSUNG","949",",00","USD","Cód.","32""","","Medida","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","Color","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_37774.jpg"
"1778255771-232","https://www.infinit.com.uy/catalogo/gamer/infinit/","923","Garantía: 6 MESES / NUEVO","CON198","Consola Ps5 SONY Playstation 5 Slim 1Tb Digital Con Joystick Astro's Playroom","","BLANCO","","SONY","825",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_22854.jpg"
"1778255771-233","https://www.infinit.com.uy/catalogo/gamer/infinit/","961","Garantía: 3 AÑOS / NUEVO","27G850A","Monitor Gamer LG 27 27G850A Ultragear UHD 3840 x 2160 Panel Ips 240Hz 1ms Hdmi Dp AMD FreeSync","","NEGRO","","LG","0",",00","USD","Cód.","27""","Consultar","Medida","","","","Antes","USD",",00","Precio","IVA inc.","Agotado","Agotado","Color","","","https://www.infinit.com.uy/imgs/productos/productos3_40226.jpg"
"1778255771-234","https://www.infinit.com.uy/catalogo/gamer/infinit/","965","Garantía: 1 AÑO / NUEVO","SCTERMINATOR","Silla Gamer COUGAR Terminator CGR-TER Soporta Hasta 135Kg","-2%","NEGRO","2","COUGAR","988",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35029.jpg"
"1778255771-235","https://www.infinit.com.uy/catalogo/gamer/infinit/","994","Garantía: 1 AÑO / NUEVO","BFXG6TF","Volante y Pedalera THERMALTAKE G6 GRB-G6D-DGT3BB-01","","NEGRO","","THERMALTAKE","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40177.jpg"
"1778255771-236","https://www.infinit.com.uy/catalogo/gamer/infinit/","995","Garantía: 1 AÑO / NUEVO","ECMARSRGB2","Escritorio Gamer Electrico COUGAR E-MARS 150 Rgb Usb 3.0 y Tipo-C Organizacion De Cables Regulacion De Altura Programabl","","NEGRO","","COUGAR","998",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_31439.jpg"
"1778255771-237","https://www.infinit.com.uy/catalogo/gamer/infinit/","1.045","Garantía: 6 MESES / NUEVO","CON198JOY88","Consola Ps5 Sony Playstation 5 Slim 1Tb Digital 2 Joystick DualSense Astro's Playroom","","BLANCO","","SONY","1.003",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_33607.jpg"
"1778255771-238","https://www.infinit.com.uy/catalogo/gamer/infinit/","1.212","Garantía: 1 AÑO / NUEVO","165008","Simulador NETX LEVEL RACING NLR-S009 Cockpit Gt Track","-4%","","4","NEXT LEVEL RACING","1.266",",00","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35665.jpg"
"1778255771-239","https://www.infinit.com.uy/catalogo/gamer/infinit/","1.243","Garantía: 6 MESES / NUEVO","KITPS5CON198","Consola Ps5 Sony Playstation 5 Slim 1Tb Digital 2 Joystick DualSense Astro's Playroom + Base + Auriculares","","BLANCO","","SONY","1.200",",00","USD","Cód.","","","Color","Comprar","","Nuevo","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41475.jpg"
"1778255771-240","https://www.infinit.com.uy/catalogo/gamer/infinit/","1.283","Garantía: 2 AÑOS / NUEVO","BFXSTES","Stream Deck ELGATO Studio 10GBO9901 32 Botones LCD Personalizables Streaming","","","","ELGATO","0",",00","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40884.jpg"
"1778255771-241","https://www.infinit.com.uy/catalogo/gamer/infinit/","1.481","Garantía: 3 AÑOS / NUEVO","MSL27DG602S","Monitor Gamer SAMSUNG Odyssey 27 G6 360Hz 0.03Ms QHd 1440p Panel Oled FreeSync 2x Hdmi Dp Compatible Vesa 100x100","-13%","PLATA","13","SAMSUNG","1.694",",00","USD","Cód.","27""","","Medida","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","Color","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_37769.jpg"
"1778255771-242","https://www.infinit.com.uy/catalogo/gamer/infinit/","1.494","Garantía: 3 AÑOS / NUEVO","27GX704A","Monitor Gamer LG 27 27GX704A Ultragear QHD 2560 x 1440 Panel Oled 240Hz 0.03ms Hdmi Dp AMD FreeSync","-11%","NEGRO","11","LG","1.676",",00","USD","Cód.","27""","Consultar","Medida","","","","Antes","USD",",00","Ahora","IVA inc.","Agotado","Agotado","Color","","%","https://www.infinit.com.uy/imgs/productos/productos3_40231.jpg"
"1778255771-243","https://www.infinit.com.uy/catalogo/gamer/infinit/","1.876","Garantía: 3 AÑOS / NUEVO","34GX90SA","Monitor Gamer Curvo Smart LG 34 34GX90SA-W WQHD 3440 x 1440 Panel Oled 240Hz 0.03ms Hdmi Dp AMD FreeSync","-5%","GRIS","5","LG","1.965",",00","USD","Cód.","34""","Consultar","Medida","","","","Antes","USD",",00","Ahora","IVA inc.","Agotado","Agotado","Color","","%","https://www.infinit.com.uy/imgs/productos/productos3_40240.jpg"
"1778255771-244","https://www.infinit.com.uy/catalogo/gamer/infinit/","2.047","Garantía: 3 AÑOS / NUEVO","MSLS34BG850N","Monitor Gamer Curvo SAMSUNG Odyssey 34 G8 175Hz 0.03Ms UWQHD 1440p Panel Oled FreeSync Micro Hdmi Mini Dp Vesa 100x100","","GRIS","","SAMSUNG","2.047",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_35323.jpg"
"1778255771-245","https://www.infinit.com.uy/catalogo/gamer/infinit/","2.058","Garantía: 3 AÑOS / NUEVO","MSLS34BG850S","Monitor Gamer Curvo SAMSUNG Odyssey 34 G8 175Hz 0.1Ms UWQHD 1440p Panel Oled FreeSync Micro Hdmi Mini Dp Vesa 100x100","","GRIS","","SAMSUNG","0",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_35337.jpg"
"1778255771-246","https://www.infinit.com.uy/catalogo/gamer/infinit/","2.140","Garantía: 3 AÑOS / NUEVO","MSLS49DG956S","Monitor Gamer Curvo SAMSUNG Odyssey 49 G9 956 240Hz 0.03Ms DQHD 1440p Panel Oled GSync Hdmi Dp Compatible Vesa 100x100","","PLATA","","SAMSUNG","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_35338.jpg"
